131,_,不刺激,使用体验,正面
132,_,还不错,整体,正面
133,_,便宜,价格,正面
134,_,很难用,整体,负面
134,_,夹不翘,功效,负面
135,_,很划算,价格,正面
136,_,最差,整体,负面
136,_,干净,功效,负面
137,_,非常好用,整体,正面
137,_,特别顺手,使用体验,正面
138,_,不错,整体,正面
138,_,很柔和，容易清洗。送了很多小礼物。喜欢,整体,正面
138,_,多,使用体验,正面
139,活动,_,价格,正面
140,_,还不错,整体,正面
140,_,很滋润,使用体验,正面
141,_,还不错,整体,正面
141,_,比圆形要薄,使用体验,正面
141,_,可以,整体,正面
142,小哥,棒棒,物流,正面
143,_,有点晕妆,功效,负面
144,_,不错,整体,正面
145,保湿效果,很好的,功效,正面
145,_,挺好用的,整体,正面
145,_,很满意,整体,正面
146,_,不好用,整体,负面
146,_,断了,其他,负面
147,_,很喜欢,整体,正面
148,_,很大。太香了,价格,负面
149,效果,不太好,功效,负面
150,物流,快,物流,正面
150,服务,好,服务,正面
150,_,不错,整体,正面
150,_,很好,整体,正面
150,_,物美价廉,价格,正面
151,赠品,很多,价格,正面
151,_,特别划算,价格,正面
152,_,好用,整体,正面
152,_,不卡粉,使用体验,正面
152,_,自然,功效,正面
153,服务态度,很好,服务,正面
153,_,挺好,整体,正面
154,_,干的,使用体验,负面
154,_,怎么用,整体,正面
155,质量,非常差,整体,负面
155,_,断了,其他,负面
156,_,挺温和的,使用体验,正面
156,_,很喜欢,整体,正面
157,_,挺好的,整体,正面
158,_,不容易干,使用体验,负面
158,_,差,整体,负面
159,_,有点油,使用体验,负面
160,_,特别的干,使用体验,负面
160,_,有点色差,功效,负面
160,_,好丑,整体,负面
161,滋润保湿效果,很好,功效,正面
161,_,很好吸收,使用体验,正面
161,_,特别好用,整体,正面
161,_,特别划算,价格,正面
161,_,很不错,整体,正面
161,_,不错,整体,正面
162,吸收,很不错,使用体验,正面
163,物流,很快,物流,正面
163,_,还不错,整体,正面
164,快递,那么值,物流,正面
165,_,特别温和,使用体验,正面
165,_,挺好的,整体,正面
166,性价比,很高,价格,正面
166,价格,超级优惠,价格,正面
166,_,很好用,整体,正面
166,_,很满意,整体,正面
167,客服,很好,服务,正面
167,_,碎了,其他,负面
168,_,舒服上很好，很舒服,使用体验,正面
168,_,很舒服，很棒,整体,正面
168,_,很棒，非常好,整体,正面
169,_,_,_,_
170,_,好用,整体,正面
171,颜色,好看,功效,正面
172,颜色,与实图不符,功效,负面
173,味道,有股难闻,气味,负面
173,颜色,有色差萌,功效,负面
174,_,最好用,整体,正面
175,物流,太慢,物流,负面
175,_,还行,整体,正面
175,_,不高,价格,正面
175,_,很便宜,价格,正面
175,_,太少,尺寸,负面
175,_,很爱掉,功效,负面
175,_,很细,气味,正面
175,性价比,_,其他,负面
176,_,有点洗不净,功效,负面
177,价位,非常合适,价格,正面
177,_,还可以,整体,正面
177,活动,_,价格,正面
178,_,_,_,_
179,_,还不错,整体,正面
180,_,非常清爽,使用体验,正面
181,_,不错,整体,正面
181,_,很舒服,整体,正面
182,保湿效果,非常好,功效,正面
183,_,很实惠,价格,正面
183,_,是正品,真伪,正面
184,_,效果不怎么样,功效,负面
185,活动价格,便宜,价格,正面
186,客服态度,不错的，客服态度很好,服务,正面
186,_,还是不错,整体,正面
186,_,很好，很好满意,服务,正面
187,快递小哥服务,很不错,物流,正面
188,_,还不错,整体,正面
188,_,很喜欢,整体,正面
188,_,很方便,整体,正面
189,价格,便宜,价格,正面
189,_,还不错,整体,正面
190,_,很好用,整体,正面
191,_,_,_,_
192,包装,不错,包装,正面
193,_,保湿,功效,正面
193,_,不油腻,使用体验,正面
193,_,很贴,使用体验,正面
193,_,喜欢,整体,正面
194,_,喜欢,整体,正面
194,_,清爽,使用体验,正面
194,_,不油腻,使用体验,正面
195,_,挺小巧的,尺寸,正面
195,_,好用,整体,正面
196,泡沫,细腻,使用体验,正面
196,_,不错,整体,正面
196,_,很清爽,使用体验,正面
197,_,不错,整体,正面
197,_,满意,整体,正面
198,_,不错,整体,正面
199,_,太好看了,整体,正面
199,_,喜欢,整体,正面
200,_,不油腻,使用体验,正面
201,_,不错,整体,正面
202,_,不错,整体,正面
203,保湿效果,很好黑色,功效,正面
203,_,挺好用的,整体,正面
204,赠品,很多,价格,正面
204,_,很满意,整体,正面
204,_,很清爽,使用体验,正面
205,_,不错,整体,正面
206,物流,很快,物流,正面
206,包装,完好,包装,正面
206,服务,好,服务,正面
206,_,满意,整体,正面
207,快递服务态度,好,物流,正面
208,_,划算,价格,正面
209,_,好用,整体,正面
210,_,很适合,整体,正面
210,_,不错,整体,正面
211,_,非常喜欢,整体,正面
212,_,很满意,整体,正面
212,_,好评,整体,正面
213,_,自然,功效,正面
213,_,服帖,使用体验,正面
214,清洗,_,功效,正面
215,_,好评,整体,正面
215,_,很喜欢,整体,正面
216,_,像是正品,真伪,正面
216,_,是正品，水分充足，脸水嫩嫩的,真伪,正面
217,吸收,很快,使用体验,正面
217,_,不油腻,使用体验,正面
217,_,很清爽,使用体验,正面
218,_,便宜,价格,正面
218,_,挺贵的,价格,正面
219,_,不错,功效,正面
219,上妆效果一般咯 持久情况：持久度,_,功效,中性
220,_,很舒服,使用体验,正面
220,_,一点不痒,使用体验,负面
221,_,不错,整体,正面
221,_,不干了,使用体验,正面
221,_,很多,功效,正面
222,保湿：感觉效果,滋润及保湿：感觉效果一般,功效,中性
223,味道,很好闻,气味,正面
223,控油效果,很好,功效,正面
223,_,很好用,整体,正面
224,防晒质量,还不错,功效,正面
225,_,很顺滑,使用体验,正面
226,活动,比较划算,价格,正面
226,_,比较好用,整体,正面
227,客服服务态度,好,服务,正面
227,_,特别干净,功效,正面
227,_,特别快别划破手,包装,正面
228,_,挺好的,整体,正面
229,_,很好用,整体,正面
230,价格,太多了，价格优惠,价格,正面
230,_,便宜太多了,价格,正面
230,_,优惠，用着也挺好,整体,正面
231,_,挺多的,整体,正面
232,_,不错,整体,正面
233,价格,划算,价格,正面
233,物流,很快,物流,正面
233,_,不油腻,使用体验,正面
233,_,很好吸收,使用体验,正面
234,_,还不错,整体,正面
235,_,垃圾,整体,负面
236,_,太薄,其他,负面
236,_,烂了,其他,负面
237,卡设计,不好,功效,负面
238,_,不油腻,使用体验,正面
238,_,很喜欢,整体,正面
239,_,太差了,整体,负面
239,_,真的很差,整体,负面
240,快递,真是神速,物流,正面
240,活动,很多,价格,正面
240,优惠,_,价格,正面
241,_,好用,整体,正面
242,色差,太大,功效,负面
242,_,太臭了,气味,负面
243,_,特别差,整体,负面
243,_,一点都不好,整体,负面
243,_,特别不好,整体,负面
244,_,挺好的,整体,正面
244,_,优惠,价格,正面
245,_,挺好的,整体,正面
246,_,强可以,整体,正面
247,_,很好用,整体,正面
247,_,挺补水的,功效,正面
248,_,坏了,其他,负面
248,_,失望,整体,负面
249,_,没有差别,整体,正面
249,_,挺好的,整体,正面
250,_,好用,整体,正面
250,_,清薄,使用体验,正面
251,_,不错,整体,正面
252,价格,实惠,价格,正面
252,_,很舒服,使用体验,正面
252,_,不油,使用体验,正面
252,_,不干,使用体验,正面
253,_,好评,整体,正面
254,_,很好用,整体,正面
255,_,还可以,整体,正面
255,_,好用,整体,正面
256,_,挺好的,整体,正面
257,质量,超级不好,整体,负面
257,_,坏的,其他,负面
257,_,一点也不好用,整体,负面
258,_,很油,使用体验,负面
259,_,很好,整体,正面
260,赠品,很多,价格,正面
261,_,挺好用的,整体,正面
262,_,好用,整体,正面
262,_,好用,整体,正面
262,_,好用,整体,正面
263,_,很满意,整体,正面
264,_,没想象的那么好,整体,负面
265,活动,很划算,价格,正面
265,_,水润,使用体验,正面
265,_,不泛油,使用体验,正面
265,_,好吸收,使用体验,正面
266,_,挺好的,整体,正面
266,_,比较舒服,使用体验,正面
266,_,是正品,真伪,正面
267,上妆效果,很自然,功效,正面
267,_,很喜欢,整体,正面
267,_,不扎眼睛,使用体验,正面
267,持久情况,_,功效,正面
268,酒精味,有点点酒精味，不过能接受,气味,负面
269,活动,很划算,价格,正面
270,活动,很划算,价格,正面
270,赠品,_,价格,正面
271,_,不错,整体,正面
272,_,好用,整体,正面
272,_,实惠,价格,正面
273,_,超级超级香,气味,正面
273,_,香的过分了,使用体验,负面
274,_,洗不净,功效,负面
275,_,还不错,整体,正面
276,_,适合,整体,正面
277,_,比较喜欢,整体,正面
277,_,挺补水的,功效,正面
278,_,五星好评,整体,正面
279,_,喜欢,整体,正面
279,_,好评,整体,正面
280,卸妆,干净,功效,正面
280,_,温和,使用体验,正面
280,_,不刺激,使用体验,正面
280,_,好用,整体,正面
281,快递,太慢,物流,负面
282,价格,合适,价格,正面
282,_,是正品,真伪,正面
282,_,很细腻,使用体验,正面
283,_,不油腻,使用体验,正面
283,_,挺好,整体,正面
284,_,很好用,整体,正面
284,_,很喜欢,整体,正面
285,_,脱不了,其他,负面
285,_,扯破,使用体验,负面
286,上妆,很自然,功效,正面
286,_,不错,整体,正面
287,包装,特别好,包装,正面
287,_,很满意,整体,正面
288,速度,杠杠滴,物流,正面
288,价格,补水💦，价格便宜,价格,正面
288,_,多补水,功效,正面
288,_,便宜每天一片也不心疼,使用体验,负面
289,_,儿不错,整体,正面
290,上妆效果,一般般,功效,中性
290,脱妆,_,功效,中性
291,_,还行,整体,正面
291,_,很保湿,功效,正面
292,_,非常不错,整体,正面
292,_,很好用,整体,正面
292,_,很划算,价格,正面
292,材质,_,功效,正面
293,_,很好,整体,正面
294,_,断差评,整体,负面
295,控油,超级棒,功效,正面
295,_,非常好,整体,正面
296,香味,淡淡的,气味,正面
296,_,滑滑的,使用体验,正面
297,服务,非常好,服务,正面
298,味道,真的不好闻,气味,正面
298,赠品,_,价格,正面
299,_,好用,整体,正面
300,送货,很快,物流,正面
300,_,很好用,整体,正面
300,_,很显白,功效,正面
301,_,是正品,真伪,正面
302,_,差的死,整体,负面
302,_,不好涂抹,使用体验,负面
302,_,不好上色,功效,负面
302,_,掉色,功效,负面
303,_,不会过敏,使用体验,负面
303,_,太次了,其他,负面
303,质量,_,整体,负面
304,快递,超级快,物流,正面
304,外包装,好,包装,正面
305,_,还不错,整体,正面
306,_,不错,整体,正面
306,_,很好,使用体验,正面
306,_,服帖,使用体验,正面
306,吸收,_,包装,正面
307,_,不错,整体,正面
307,_,特别湿润,使用体验,正面
308,_,很划算,价格,正面
309,活动,很实惠,价格,正面
309,_,不错,整体,正面
309,_,很方便,使用体验,正面
310,_,不油腻,使用体验,正面
310,_,好评,整体,正面
310,_,有点贵,价格,负面
311,_,不太喜欢,整体,正面
311,_,很划算,价格,正面
312,_,不是正品,真伪,负面
312,_,太薄了,使用体验,负面
312,_,坏了,整体,负面
313,_,不错,整体,正面
314,_,很补水,功效,正面
314,_,滋润,使用体验,正面
314,活动,_,价格,正面
315,_,还可以,整体,正面
316,_,不错,整体,正面
317,_,刮出血,功效,正面
318,送货速度,很快,物流,正面
319,价格,优惠,价格,正面
319,补水效果,不错,功效,正面
319,_,不错,整体,正面
319,活动,_,价格,正面
320,_,不错,整体,正面
320,_,好用,整体,正面
321,_,挺好的,整体,正面
322,_,很不错,整体,正面
323,_,太锋利了,功效,负面
324,活动力度,大,价格,正面
324,_,挺润的,使用体验,正面
325,精华液,很多,成分,正面
325,_,一如既往的好,整体,正面
325,_,很喜欢,整体,正面
326,_,还可以,整体,正面
326,_,挺好用的,整体,正面
327,_,很喜欢,整体,正面
328,_,爱了,整体,正面
328,_,炒鸡仙,使用体验,正面
329,质量很好。还送了很多小礼物,很好,整体,正面
329,_,很多,价格,正面
330,_,好用,整体,正面
331,气味,淡淡的,气味,正面
331,_,很滋润,使用体验,正面
332,发货速度,快,物流,正面
332,包装,仔细,包装,正面
333,_,不错,整体,正面
334,遮暇效果,不错,功效,正面
334,_,超级好用,整体,正面
334,_,很持久,功效,正面
335,_,不错,整体,正面
335,_,超值,价格,正面
336,_,完美,整体,正面
337,_,很好用,整体,正面
337,_,很喜欢,整体,正面
338,_,好评,整体,正面
339,控油,持久,功效,正面
340,_,还不错,整体,正面
340,_,提亮肤色,功效,正面
340,_,还是可以的,整体,正面
341,_,是正品,真伪,正面
341,味道,_,气味,正面
342,滋润,挺清爽的,使用体验,正面
343,_,超好用,整体,正面
343,_,小巧,尺寸,正面
344,_,没过敏,使用体验,正面
344,_,挺好的,整体,正面
345,_,很水润,使用体验,正面
346,_,挺好的,整体,正面
346,_,温和,使用体验,正面
346,_,不刺激,使用体验,正面
347,_,非常好,整体,正面
348,_,挺划算的,价格,正面
349,_,_,_,_
350,_,好,整体,正面
351,美白效果,很好,功效,正面
352,_,很好,整体,正面
353,_,不错,整体,正面
354,_,划算,价格,正面
354,_,挺好用的,整体,正面
355,质量,差,整体,负面
355,笔芯,很短,其他,负面
356,物流,很快,物流,正面
356,_,超级实惠,价格,正面
357,_,好合算,整体,正面
358,活动,_,价格,正面
359,_,很舒服,使用体验,正面
360,_,_,_,_
361,_,真难用,整体,负面
361,_,差评,整体,负面
362,效果很好，价格,很好,整体,正面
362,价格实惠，物流,实惠,价格,正面
362,_,很快,物流,正面
363,_,非常好,整体,正面
364,刀片,很锋利,其他,正面
364,_,很喜欢,整体,正面
364,_,物美价廉,价格,正面
365,赠品,最优惠,价格,正面
366,_,挺好的,整体,正面
366,_,非常满意,整体,正面
367,_,太硬了,其他,负面
367,_,不好用,整体,负面
368,味道,很好,气味,正面
369,_,很好用,整体,正面
369,_,透气,使用体验,正面
370,控油,很好,功效,正面
370,_,好,整体,正面
371,_,假的,真伪,负面
371,_,用完起皮,使用体验,负面
372,_,超级喜欢,整体,正面
372,_,特别舒服,使用体验,正面
373,_,很好,整体,正面
373,小礼物,_,价格,正面
374,遮瑕效果,不理想,功效,负面
374,_,清爽,使用体验,正面
374,_,不油腻,使用体验,正面
375,_,还行,整体,正面
376,_,很好用,整体,正面
377,水分,多,成分,正面
377,_,很喜欢,整体,正面
378,快递速度,这么快,物流,正面
378,价格,这么实惠,价格,正面
379,_,非常不错,整体,正面
380,_,不错,整体,正面
380,_,好评,整体,正面
380,_,便宜,价格,正面
381,_,挺好的,整体,正面
382,_,一般般,整体,中性
383,_,真心好用,整体,正面
384,精华,很多,成分,正面
384,_,特别薄,使用体验,正面
384,_,很服帖,使用体验,正面
384,_,很保湿很不错,成分,正面
385,_,超级好用,整体,正面
386,_,太干了,使用体验,负面
386,_,不好用,整体,负面
387,_,特别的好用,整体,正面
387,_,方便,使用体验,正面
388,_,好用,整体,正面
388,_,超级补水,功效,正面
388,_,滑滑的,使用体验,正面
389,_,很好用,整体,正面
389,_,好评,整体,正面
390,_,很好,整体,正面
390,_,清新淡雅,气味,正面
391,_,还行,整体,正面
391,_,无功无过,整体,中性
392,包装,完好,包装,正面
392,快递小哥服务,很好,物流,正面
393,包装,挺好的,包装,正面
393,物流,很快,物流,正面
393,_,不错,整体,正面
394,_,很好,整体,正面
394,_,不油腻,使用体验,正面
395,_,不好用,整体,负面
396,_,很容易断,其他,负面
396,_,断完了,其他,负面
397,卸妆,还不错,功效,正面
397,赠品,_,价格,正面
398,_,还不错,整体,正面
399,_,很好吸收,使用体验,正面
400,_,不好用,整体,负面
400,_,容易掉的,使用体验,负面
401,_,很香,气味,正面
401,_,蛮舒服的,使用体验,正面
402,_,好,整体,正面
403,吸收,还行,功效,正面
404,包装,很精美,包装,正面
404,_,漂亮,包装,正面
404,_,很喜欢,整体,正面
405,瓶子,很漂亮,包装,正面
405,_,很便宜,价格,正面
406,_,太差了,整体,负面
407,_,小小,尺寸,负面
408,_,挺好用的,整体,正面
409,清洁力,不够,功效,负面
409,_,不掉油,使用体验,负面
410,态度,特别差,物流,负面
411,补水效果,没有,功效,负面
412,_,不好,整体,负面
412,_,有点疼,使用体验,负面
413,_,是正品,真伪,正面
414,味道,挺香的,气味,正面
414,_,还行,整体,正面
415,质量,不好,整体,负面
416,清洁效果,一般般,功效,中性
416,_,还不错,整体,正面
416,_,有点滑,使用体验,负面
417,_,好用,整体,正面
418,_,没有很好,整体,正面
418,_,有点油腻,使用体验,负面
419,_,很好,整体,正面
420,快寄,很给力,物流,正面
421,活动价,超好,价格,正面
421,_,特别好用,整体,正面
422,快递,超垃圾,物流,负面
423,_,过敏,使用体验,负面
424,外表,可以,包装,正面
425,_,还不错,整体,正面
426,_,挺好的,整体,正面
426,_,可以,整体,正面
427,_,_,_,_
428,_,挺好用的,整体,正面
428,_,有提亮肤色,功效,正面
428,_,一点点味道,气味,正面
429,泡沫,丰富,使用体验,正面
429,_,很干净,使用体验,正面
430,_,挺好用的,整体,正面
431,补水效果,很好,功效,正面
432,_,没啥效果,整体,负面
432,_,一般般,整体,中性
433,_,很不错,整体,正面
433,_,喜欢,整体,正面
433,_,喜欢的可以下手含，很实惠,整体,正面
434,_,不错,整体,正面
434,_,很喜欢,整体,正面
435,_,好精致,包装,正面
436,_,很好闻,气味,正面
437,_,还不错,整体,正面
437,_,很容易涂开,使用体验,正面
437,_,没有味道，携带,气味,正面
437,_,携带挺方便的,使用体验,正面
438,精华,很多,成分,正面
438,_,很服帖,使用体验,正面
438,_,很好用,成分,正面
439,快速速度,可以,物流,正面
439,_,巨持久,功效,负面
440,送货,快,物流,正面
440,_,不错,整体,正面
441,_,很好,整体,正面
442,_,很不错,整体,正面
442,_,很细腻,使用体验,正面
443,_,非常好用,整体,正面
443,_,特别补水,使用体验,正面
443,_,很不错,整体,正面
444,包装,很好,包装,正面
444,物流,快,物流,正面
444,_,很满意,整体,正面
445,_,正品,真伪,正面
445,_,很好用,整体,正面
445,_,很划算,价格,正面
446,_,不好用,整体,负面
446,_,脱不下来,功效,负面
446,_,疼,使用体验,负面
447,送货,快,物流,正面
447,_,好,整体,正面
448,_,真的好用,整体,正面
449,遮瑕,还好,功效,正面
449,_,太干,使用体验,负面
450,_,不错，还送了好多，价廉物美,整体,正面
451,价格,实惠,价格,正面
451,_,是正品,真伪,正面
452,_,太油了,使用体验,负面
453,送货,快,物流,正面
453,服务态度,好,服务,正面
453,_,还不错,整体,正面
453,_,很好,整体,正面
454,肤感,不错,使用体验,正面
454,_,滑滑的,使用体验,正面
454,_,很好推开,使用体验,正面
455,物流,很快,物流,正面
455,_,很是喜欢,整体,正面
455,_,很满意,整体,正面
456,_,不错,整体,正面
456,_,么么哒,整体,正面
456,礼物,_,价格,正面
457,清洁度,不错,功效,正面
458,包装,很好,包装,正面
458,_,不错,整体,正面
459,_,很好用,整体,正面
459,_,物美价廉,价格,正面
460,到货,很快,物流,正面
460,_,是正品,真伪,正面
461,_,超级喜欢,整体,正面
461,_,真心不错,整体,正面
462,_,不错,整体,正面
463,_,特别好用,整体,正面
464,控油效果,还可以,功效,正面
464,香味,太香精了,气味,负面
465,_,好用,整体,正面
466,水份,充足,成分,正面
466,_,很好,整体,正面
466,保湿效果,_,功效,正面
467,_,不错,整体,正面
468,_,持久,功效,正面
469,_,根本上不了色,功效,负面
470,_,非常满意,整体,正面
471,_,好用,整体,正面
472,_,便宜,价格,正面
473,配送,很快,物流,正面
473,_,很不错,整体,正面
474,补水效果,蛮不错的,功效,正面
475,_,挺干净,功效,正面
475,_,干干净净的,功效,正面
475,_,干净净的，喜欢,整体,正面
476,_,很喜欢,整体,正面
476,_,很不错,整体,正面
476,_,超级棒,整体,正面
477,_,还不错,整体,正面
477,_,挺补水的,功效,正面
477,_,喜欢,整体,正面
478,泡沫,超级细腻,使用体验,正面
478,_,温和,使用体验,正面
478,_,不刺激,使用体验,正面
478,_,不紧绷,使用体验,正面
479,_,超级呛鼻,气味,负面
479,_,不是正规,服务,负面
480,_,卡粉,功效,负面
480,_,太粗,功效,负面
481,价格,非常合适,价格,正面
481,_,喜欢,整体,正面
482,_,一点都不好,使用体验,负面
483,_,真的,整体,正面
484,速度,快,物流,正面
484,服务,好,服务,正面
484,_,物美价廉,价格,正面
485,吸收情况,挺清爽的,使用体验,正面
485,_,不粘腻,使用体验,正面
486,_,超级划算,价格,正面
487,_,点赞,整体,正面
487,物流,_,物流,正面
488,价格,优惠,价格,正面
488,_,很好,整体,正面
488,_,是正品,真伪,正面
489,_,最快,物流,正面
489,_,很划算,价格,正面
490,物流,超级快,物流,正面
490,_,太好,整体,正面
490,_,很划算,价格,正面
491,价格,实惠,价格,正面
491,_,很好用,整体,正面
491,_,舒服,使用体验,正面
