34,_,降价,价格,负面
35,_,非常棒,整体,正面
36,外观,完美,外观,正面
36,运行,很快,硬件&性能,正面
36,图像,很清晰,硬件&性能,正面
36,_,好评,整体,正面
37,运行,很快,硬件&性能,正面
37,内存,也够,硬件&性能,正面
37,_,这么好,整体,正面
37,_,物美价廉,价格,正面
38,价格,这么实惠,价格,正面
38,赠品,有,价格,正面
38,_,挺满意的,整体,正面
38,_,没有失望,整体,正面
39,开机速度,快,硬件&性能,正面
39,外观材质,九成,外观,正面
39,价格,值,价格,正面
39,_,还行,整体,正面
40,外观,精美,外观,正面
40,镜面,超级薄,外观,正面
40,网速,快,硬件&性能,正面
40,使用,得心应手,使用场景,正面
40,质量,真的好,整体,正面
40,价格,_,价格,正面
41,_,问了问题都不回答,服务,负面
42,材质,很好,外观,正面
42,质量,满意,整体,正面
42,画面,清晰,硬件&性能,正面
42,整体效果,好,整体,正面
42,_,不错,整体,正面
42,_,流畅,硬件&性能,正面
43,上网,特别方便,使用场景,正面
43,_,特别好,整体,正面
44,_,严重差评,整体,负面
44,_,大大差评,整体,负面
45,外观,漂亮,外观,正面
45,手感,很有质感,外观,正面
45,内存,大,硬件&性能,正面
45,速度,快,硬件&性能,正面
45,价格,很实惠,价格,正面
45,发货物流,很快,物流,正面
45,_,很满意,整体,正面
46,游戏,玩不了,使用场景,负面
46,听个酷狗音乐,卡死,使用场景,负面
46,_,不怎么好,整体,负面
47,外观材质,挺好,外观,正面
48,外观,小巧精美,外观,正面
48,运行速度,很快,硬件&性能,正面
48,性价比,很高,价格,正面
48,_,超薄,外观,正面
49,画质,有点卡白,硬件&性能,负面
49,用模拟器,很卡,使用场景,负面
49,_,一般,硬件&性能,中性
49,_,还行,整体,正面
50,客服小哥哥,很好,服务,正面
50,_,真的好,整体,正面
50,_,正品,真伪,正面
51,物流,很快,物流,正面
52,质量,挺好的,整体,正面
52,网速,很快,硬件&性能,正面
52,外观,漂亮,外观,正面
52,_,便宜,价格,正面
53,质量,不错,整体,正面
53,外型,好看,外观,正面
53,价钱,实在,价格,正面
54,性能,很好,硬件&性能,正面
54,显卡效果,棒,硬件&性能,正面
54,网速,快,硬件&性能,正面
54,外观,漂亮,外观,正面
54,_,不卡顿,硬件&性能,正面
54,_,物美价廉,价格,正面
55,_,很棒,整体,正面
55,_,真不错,整体,正面
55,_,好评,整体,正面
56,键盘,居然脱落了,硬件&性能,负面
56,发热,_,硬件&性能,负面
57,外形,还可以,外观,正面
57,_,卡,整体,负面
58,键盘,有指纹印,外观,负面
58,_,被别人用过,外观,负面
59,外观,很漂亮,外观,正面
60,运行速度,很流畅,硬件&性能,正面
60,办公,绝对没问题,使用场景,正面
61,材质,结实,外观,正面
61,携带,轻薄,外观,正面
61,运行速度,非常快,硬件&性能,正面
61,打游戏,很喜欢,整体,正面
61,_,方便,外观,正面
61,_,不卡,使用场景,正面
62,外观,精致,外观,正面
62,性能,很好,硬件&性能,正面
62,网速,非常流畅,硬件&性能,正面
63,开机,特别慢,硬件&性能,负面
63,办公软件,安装不了,软件&性能,负面
63,客服,不能解决问题,服务,负面
63,_,超级差,整体,负面
64,_,还不错,整体,正面
64,_,十分满意,整体,正面
65,运行速度,快,硬件&性能,正面
65,外观,很好,外观,正面
65,游戏娱乐,不错,使用场景,正面
66,_,特别满意,整体,正面
66,_,好评,整体,正面
67,转动转轴,开始闪屏,硬件&性能,负面
68,玩穿越火线,一点都不卡,使用场景,正面
68,_,比较满意,整体,正面
69,手感,很好,外观,正面
69,开机速度,很快,硬件&性能,正面
70,物流,很快,物流,正面
70,_,还可以,整体,正面
71,接口,有问题,硬件&性能,负面
72,_,不错,整体,负面
72,_,降价,价格,负面
73,价格,低了不少,价格,正面
73,屏幕的分辨率,惨不忍睹,硬件&性能,负面
74,质量,挺好的,整体,正面
74,外观,挺好看,外观,正面
74,_,不错,整体,正面
74,_,挺满意的,整体,正面
75,_,很舒服,整体,正面
76,散热,太差了,硬件&性能,负面
76,CPU,长期80℃,硬件&性能,负面
77,声音,卡顿,硬件&性能,负面
77,_,卡死了,硬件&性能,负面
77,_,反应不过来,硬件&性能,负面
77,_,吱吱吱的,硬件&性能,负面
77,_,不行,整体,负面
77,_,慢,硬件&性能,负面
78,外观,不错,外观,正面
78,分辨率,不是很高,硬件&性能,负面
78,字体,不清晰,其他,负面
78,_,慢,外观,正面
79,外观,好看,外观,正面
79,运行,流畅,硬件&性能,正面
79,_,很喜欢,整体,正面
80,外观,较新,外观,正面
80,办公,不卡,使用场景,正面
80,游戏,满意,使用场景,正面
80,使用感,_,使用场景,正面
81,_,非常满意,整体,正面
82,音质,很不好,硬件&性能,负面
82,_,有点卡,硬件&性能,负面
82,_,有爆音,硬件&性能,负面
83,服务态度,还可以,服务,正面
83,_,坏的,整体,负面
83,_,开不了机,硬件&性能,负面
